source,dataset,subject_key,bytes,fps,frames,duration_seconds,pose_dimensions,screen_hz,max_seated_seconds,max_low_speed_seated_seconds,complete_transition_proxies,sha256,split,group_key
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub053/0029_jumping2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub053,565320,120.0,422,3.5166666666666666,156,10.0,0,0,0,6e367c9db32ecc7431677f37bbda7bf8d73ffed81882bc5e76bdaafc45a90244,train,BioMotionLab_NTroje/rub053
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub053/0031_rom_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub053,18096312,120.0,13544,112.86666666666666,156,10.0,0,0,0,f1afb8cca1aa67806e6393c45152f2abcdd321adcd03f910e1d2f761a6c45a62,train,BioMotionLab_NTroje/rub053
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub054/0000_treadmill_norm_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub054,3163848,120.0,2367,19.725,156,10.0,0,0,0,9c679a549c1bd01407e9dab4a4d8a56941d7c3f0a1c5f33282487342b937e427,train,BioMotionLab_NTroje/rub054
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub054/0001_treadmill_fast_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub054,2372936,120.0,1775,14.791666666666666,156,10.0,0,0,0,9547c6906684680fd658f8891292df3ff8f94d5dce2ede08b2015f4d39459811,train,BioMotionLab_NTroje/rub054
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub054/0002_treadmill_slow_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub054,3166520,120.0,2369,19.741666666666667,156,10.0,0,0,0,fd5254ceb7eb36d3bb25a122ba114be68242528a94c53073ddcb3461969ae8b2,train,BioMotionLab_NTroje/rub054
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub054/0003_treadmill_jog_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub054,3179880,120.0,2379,19.825,156,10.0,0,0,0,03deaff637a3c99814f238630d608fa7e7ec646d7b5ba54557ad3f732fb86807,train,BioMotionLab_NTroje/rub054
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub054/0004_motorcycle_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub054,636136,120.0,475,3.9583333333333335,156,10.0,0,0,0,b01f013d4f50a66856911e7380bf8956f6c887fe8f063fab1d3c93450dccbcd3,train,BioMotionLab_NTroje/rub054
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub054/0005_normal_walk1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub054,499864,120.0,373,3.1083333333333334,156,10.0,0,0,0,4e1b74717f54966d1d0954bf0b88a0ac461e3d494cd8f15c53cde429e3aa4069,train,BioMotionLab_NTroje/rub054
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub054/0006_normal_walk2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub054,608080,120.0,454,3.783333333333333,156,10.0,0,0,0,dda5537edd3a7601dce5c223427581d8d04f4781b8aa017e61fc3cdeecfac0e3,train,BioMotionLab_NTroje/rub054
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub054/0007_normal_walk3_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub054,498528,120.0,372,3.1,156,10.0,0,0,0,ee0fa76c502fa212156a9fd7b985947e8b5e8bdba6f51f35325eef9e21eb7b7b,train,BioMotionLab_NTroje/rub054
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub054/0009_normal_jog1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub054,372944,120.0,278,2.316666666666667,156,10.0,0,0,0,299b9de95588301cde75ea7a3ff2058adc2a4fcc3f26258bb48357a21ac7d265,train,BioMotionLab_NTroje/rub054
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub054/0010_normal_jog2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub054,366264,120.0,273,2.275,156,10.0,0,0,0,af6eaf0fac9214d81cd89c2a3768a0ef8bffa957e35304880eb8c5ecfbbff30b,train,BioMotionLab_NTroje/rub054
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub054/0011_normal_jog3_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub054,360920,120.0,269,2.2416666666666667,156,10.0,0,0,0,a671057a3c498013e34d2d61c7d5a4a9b4200e94659f86143b1dd2bc9c84739d,train,BioMotionLab_NTroje/rub054
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub054/0012_normal_jog4_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub054,366264,120.0,273,2.275,156,10.0,0,0,0,e643499eefe5e3127153749ac6574de433a8e6ab831f6eabdbde672c6455d241,train,BioMotionLab_NTroje/rub054
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub054/0013_knocking1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub054,1464456,120.0,1095,9.125,156,10.0,0,0,0,3ed0ec140db4178828998dd0e9f410e6629636351c6ed2c50ba7d61937e91305,train,BioMotionLab_NTroje/rub054
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub054/0014_knocking2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub054,1533928,120.0,1147,9.558333333333334,156,10.0,0,0,0,e877e5258ade8260a9fc3e2cf84d207b5ca5c8eb57f7280ad645b58a894fd343,train,BioMotionLab_NTroje/rub054
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub054/0015_sitting1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub054,1540608,120.0,1152,9.6,156,10.0,0,0,0,2417459ce57ec324a00b07daa567326a42c6aec20fc088ca37e6a8f5ec9822e6,train,BioMotionLab_NTroje/rub054
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub054/0016_sitting2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub054,1444416,120.0,1080,9.0,156,10.0,0,0,0,94455b1fa957febd3d71d992dcf7d9bd81fee204234d1e8151dc904e2fabc68d,train,BioMotionLab_NTroje/rub054
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub054/0017_lifting_light1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub054,1141144,120.0,853,7.108333333333333,156,10.0,0,0,0,8a4ca4c81389ab3c20bf312a3021068c3f68bc3a063d039b79c15d6de678a41c,train,BioMotionLab_NTroje/rub054
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub054/0018_lifting_light2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub054,1060984,120.0,793,6.608333333333333,156,10.0,0,0,0,f6e45e791751afc408bd6d9f94a0ea5cccd16caab74f8addd5ddeee76f2daa59,train,BioMotionLab_NTroje/rub054
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub054/0019_lifting_heavy1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub054,1294784,120.0,968,8.066666666666666,156,10.0,0,0,0,ccd658d4f2dc672e1048bf55a7b4116a17e368c9ff53d087a11f9f6b2ee22f1c,train,BioMotionLab_NTroje/rub054
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub054/0020_lifting_heavy2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub054,1240008,120.0,927,7.725,156,10.0,0,0,0,b23b023bbebfb0564f1a4adadc659fe0a7e2e1e433cd984f1ad1950a50109713,train,BioMotionLab_NTroje/rub054
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub054/0021_catching_and_throwing_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub054,4276736,120.0,3200,26.666666666666668,156,10.0,0,0,0,4be70bdb7befb53d0cc26d8efd1af7a8acabc3e400b0ca442a3038528170b11f,train,BioMotionLab_NTroje/rub054
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub054/0022_throwing_hard1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub054,728320,120.0,544,4.533333333333333,156,10.0,0,0,0,159e30a337dae34aad29014cacc1b6ea60693a9ccf8726a938aa91de26e989e1,train,BioMotionLab_NTroje/rub054
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub054/0023_throwing_hard2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub054,804472,120.0,601,5.008333333333334,156,10.0,0,0,0,f42b3019b009f504c4e156861021b49f972e8a7b34f6a3a47fa2e99c2e2e8693,train,BioMotionLab_NTroje/rub054
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub054/0024_throwing_hard3_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub054,726984,120.0,543,4.525,156,10.0,0,0,0,84ade1f85725f1da538d7a54da3c3c422d4154c4c3dc600c7b631f00cdb428fe,train,BioMotionLab_NTroje/rub054
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub054/0025_kicking1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub054,769736,120.0,575,4.791666666666667,156,10.0,0,0,0,0a3bf9295dd29bc516e39cb677b064e33151eeeae1b02e8d498c1b004340470a,train,BioMotionLab_NTroje/rub054
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub054/0026_kicking2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub054,773744,120.0,578,4.816666666666666,156,10.0,0,0,0,def1f9e418dd4162fbdfb3ecc6407310f8c7d6b1c031f260a77bd87b75fea1de,train,BioMotionLab_NTroje/rub054
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub054/0027_circle_walk_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub054,2596048,120.0,1942,16.183333333333334,156,10.0,0,0,0,a1a738a86bf0d62296af29c17947c6e9101d60d0dd00bbd694f204bee74407d1,train,BioMotionLab_NTroje/rub054
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub054/0028_jumping1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub054,534600,120.0,399,3.325,156,10.0,0,0,0,e3b71335bf3168af672673776656fd59d5ab521bf82bf02a10a256a3e96e6281,train,BioMotionLab_NTroje/rub054
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub054/0029_jumping2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub054,454440,120.0,339,2.825,156,10.0,0,0,0,93fdf2821959b346d0798dab1da1f7da61a786a14e9990b73d867d650d529f8e,train,BioMotionLab_NTroje/rub054
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub054/0030_scamper_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub054,3732984,120.0,2793,23.275,156,10.0,0,0,0,06f995fd06643212bb29513c1fa6f625f5b25fc053126302da5dbf986f97f86a,train,BioMotionLab_NTroje/rub054
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub054/0031_rom_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub054,18889904,120.0,14138,117.81666666666666,156,10.0,0,0,0,87c612988cef9e1cf9cf3ff9d70ed14259e87707048a0fd70ee3614a613c4dcd,train,BioMotionLab_NTroje/rub054
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub055/0000_treadmill_norm_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub055,3207936,120.0,2400,20.0,156,10.0,0,0,0,106cbf57a323ae9a5a446c82e868381ef6e14a75bbf0a7e1cd06f738ea875e4e,train,BioMotionLab_NTroje/rub055
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub055/0001_treadmill_fast_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub055,3161176,120.0,2365,19.708333333333332,156,10.0,0,0,0,049f540053dee4997b5d8465cdee31b5099a272809a88109841650155a627d14,train,BioMotionLab_NTroje/rub055
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub055/0002_treadmill_slow_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub055,3167856,120.0,2370,19.75,156,10.0,0,0,0,fe45b8951b4acde059d4978b669dd8e3d1b914bc586c7c041a728cc0d1963e66,train,BioMotionLab_NTroje/rub055
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub055/0004_motorcycle_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub055,620104,120.0,463,3.8583333333333334,156,10.0,0,0,0,a5f9b7a6bf56d47e30dfd6ecff4e76ca6a2722ff402eab1e282f0b0a8777fd25,train,BioMotionLab_NTroje/rub055
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub055/0005_normal_walk1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub055,503872,120.0,376,3.1333333333333333,156,10.0,0,0,0,e304515fd0ecd2a8877f18d7e4c232b797bdedb726cdead9f5daa1c81d88bbad,train,BioMotionLab_NTroje/rub055
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub055/0006_normal_walk2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub055,527920,120.0,394,3.283333333333333,156,10.0,0,0,0,df1d6764fbadd294d0aae0ab35b799edaafacfbbaaa51402fa5b3546ce8e6b4b,train,BioMotionLab_NTroje/rub055
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub055/0007_normal_walk3_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub055,498528,120.0,372,3.1,156,10.0,0,0,0,5321c1dfffba35ec4e001464c70394918159f49337a03b0e9aa7cae2b290808b,train,BioMotionLab_NTroje/rub055
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub055/0008_normal_walk4_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub055,598728,120.0,447,3.725,156,10.0,0,0,0,b45d92acaa4310afe76e564996197f07b3422289c2a15716dbc0fe3a3e4d6c00,train,BioMotionLab_NTroje/rub055
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub055/0009_normal_jog1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub055,171208,120.0,127,1.0583333333333333,156,10.0,0,0,0,abb50ff6e914162f24a3f1df0fdcc86da45852fc8f93560ed0581a6eca2996d2,train,BioMotionLab_NTroje/rub055
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub055/0010_normal_jog2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub055,250032,120.0,186,1.55,156,10.0,0,0,0,547edcb78bf6fd3c90573d408810eb185666daf4387bca84f8bf688e64bca8e9,train,BioMotionLab_NTroje/rub055
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub055/0011_normal_jog3_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub055,175216,120.0,130,1.0833333333333333,156,10.0,0,0,0,41dfacb0b107a7722fbccf6d92bdab107d9c4394621c47e386a2f9faa58f2f0f,train,BioMotionLab_NTroje/rub055
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub055/0013_knocking1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub055,1230656,120.0,920,7.666666666666667,156,10.0,0,0,0,efe0356e52237614e8254e7fd55bed3fce4d22e06cd0133c3d010cb438f8749e,train,BioMotionLab_NTroje/rub055
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub055/0014_knocking2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub055,1023576,120.0,765,6.375,156,10.0,0,0,0,6a937dedee326a71c0af811d7eb8a6bac03e58ded9f94477aabf44fda09ca6da,train,BioMotionLab_NTroje/rub055
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub055/0015_sitting1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub055,1318832,120.0,986,8.216666666666667,156,10.0,0,0,0,8417d829932a0b9967aa67e2a5f2833574fd302a87a09c60ab20a0a98d762237,train,BioMotionLab_NTroje/rub055
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub055/0016_sitting2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub055,1122440,120.0,839,6.991666666666666,156,10.0,0,0,0,259520f20c3b2b0711d6503a09e157612314acd8a4b363121228fbf4e1872cdc,train,BioMotionLab_NTroje/rub055
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub055/0017_lifting_light1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub055,1135800,120.0,849,7.075,156,10.0,0,0,0,80ebce5c8cf5740eb9d09f6d6215c8c57fe0c170b1545ff1e2c9dceee4d51e1e,train,BioMotionLab_NTroje/rub055
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub055/0018_lifting_light2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub055,911352,120.0,681,5.675,156,10.0,0,0,0,34f9cad4a4b25d8cd29c9a0f7f092ee413b4d18e327d4391591bcacbb59a48a6,train,BioMotionLab_NTroje/rub055
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub055/0019_lifting_heavy1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub055,1054304,120.0,788,6.566666666666666,156,10.0,0,0,0,39897256824196d4686f45cdb9766c1bf84045d9437e4e28efc89abf321be8ea,train,BioMotionLab_NTroje/rub055
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub055/0020_lifting_heavy2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub055,1083696,120.0,810,6.75,156,10.0,0,0,0,1c8272047deed210177b54539b3a5c10691ac7cf7ce1173ae452f358769a8a02,train,BioMotionLab_NTroje/rub055
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub055/0021_catching_and_throwing_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub055,3759704,120.0,2813,23.441666666666666,156,10.0,0,0,0,5108887fd7fafb99e02f8701dcaa5ef495837b69d6e0f46ea663f2fce4553730,train,BioMotionLab_NTroje/rub055
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub055/0022_throwing_hard1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub055,674880,120.0,504,4.2,156,10.0,0,0,0,408e79339e42cffc589bf4238fde65431c8d7fac110152c557ce8751c80911ca,train,BioMotionLab_NTroje/rub055
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub055/0023_throwing_hard2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub055,606744,120.0,453,3.775,156,10.0,0,0,0,705beaf90b5075b7491ebaf96aa23248263df2ac831862525bb20d313995e9ec,train,BioMotionLab_NTroje/rub055
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub055/0024_throwing_hard3_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub055,648160,120.0,484,4.033333333333333,156,10.0,0,0,0,795f1eebba69340b27b3a2a0d916f525b57216d886c9f11225873fa2239e59dd,train,BioMotionLab_NTroje/rub055
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub055/0025_kicking1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub055,637472,120.0,476,3.966666666666667,156,10.0,0,0,0,595aa19b053e9ac5f722ba0a5a06868ea4aabec65de6edc61d0a7986396c55db,train,BioMotionLab_NTroje/rub055
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub055/0026_kicking2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub055,665528,120.0,497,4.141666666666667,156,10.0,0,0,0,0326a2b452a0da2b56e470603384692974027b221eb75cc815bc35cb289cff5c,train,BioMotionLab_NTroje/rub055
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub055/0028_jumping1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub055,418368,120.0,312,2.6,156,10.0,0,0,0,25c61e7701b4f55bddcc7c9324752989c8855aa48cd7a0a804058195319f8652,train,BioMotionLab_NTroje/rub055
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub055/0029_jumping2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub055,419704,120.0,313,2.6083333333333334,156,10.0,0,0,0,446d547c8dbbf1ac39445446c869058345784b6bffe6f993a0a74fca12f5d127,train,BioMotionLab_NTroje/rub055
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub055/0031_rom_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub055,18001464,120.0,13473,112.275,156,10.0,0,0,0,a23c5b74518564461126585f37ec0f51262f3612b9b9b8efe467a6b23cb37935,train,BioMotionLab_NTroje/rub055
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub056/0000_treadmill_norm_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub056,4097712,120.0,3066,25.55,156,10.0,0,0,0,c8d1ed836496b6711101a28769f2a0d237a3400080ba1694514346543bb73174,train,BioMotionLab_NTroje/rub056
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub056/0002_treadmill_slow_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub056,2642808,120.0,1977,16.475,156,10.0,0,0,0,9f12b46c5696d2b298f312475b61a2dc47473d06f04f91c8fc35ae1150bda0e7,train,BioMotionLab_NTroje/rub056
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub056/0003_treadmill_jog_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub056,4268720,120.0,3194,26.616666666666667,156,10.0,0,0,0,5174ccf318e6bec7c9eccf10bcfd3fe5a51cfdecf9618dbe26a5f400937337c2,train,BioMotionLab_NTroje/rub056
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub056/0004_motorcycle_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub056,626784,120.0,468,3.9,156,10.0,0,0,0,1817a5250c6f6b2d94082d10dafbc9033404e85f9473af2f9de28f036409f562,train,BioMotionLab_NTroje/rub056
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub056/0005_normal_walk1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub056,523912,120.0,391,3.2583333333333333,156,10.0,0,0,0,5c4e75fd4901161577030314381d94c1173ca6fecca45f4052c4cffdca8b8545,train,BioMotionLab_NTroje/rub056
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub056/0006_normal_walk2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub056,570672,120.0,426,3.55,156,10.0,0,0,0,619c1e326d23350ae725a19a38aa2de80e2c9feb9f010058a5db09e1ba2fd1af,train,BioMotionLab_NTroje/rub056
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub056/0007_normal_walk3_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub056,535936,120.0,400,3.3333333333333335,156,10.0,0,0,0,70d01c979327b3262910c6154fb1ed3a940580ec2a598712b04e061da1baf1e0,train,BioMotionLab_NTroje/rub056
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub056/0008_normal_walk4_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub056,604072,120.0,451,3.7583333333333333,156,10.0,0,0,0,a8bf3cc7990775f84cade437bc82d1e572c16f0cf273869b2488a2add21633cd,train,BioMotionLab_NTroje/rub056
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub056/0010_normal_jog2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub056,286104,120.0,213,1.775,156,10.0,0,0,0,c034a458c031b8d217758aeceebdbade39666feae7a93b7d9ef585dada28bb11,train,BioMotionLab_NTroje/rub056
/home/duanyuhan/dyh/motion/MotionRe/base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub056/0011_normal_jog3_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub056,171208,120.0,127,1.0583333333333333,156,10.0,0,0,0,9ad893c4fa68a9894c27081a9e5a78031e41d07efeedc65618410389ec606918,train,BioMotionLab_NTroje/rub056
