source,dataset,subject_key,bytes,fps,frames,duration_seconds,pose_dimensions,screen_hz,max_seated_seconds,max_low_speed_seated_seconds,complete_transition_proxies
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub063/0018_lifting_light2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub063,848560,120.0,634,5.283333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub063/0019_lifting_heavy1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub063,1007544,120.0,753,6.275,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub063/0020_lifting_heavy2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub063,1159848,120.0,867,7.225,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub063/0021_catching_and_throwing_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub063,4905992,120.0,3671,30.591666666666665,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub063/0022_throwing_hard1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub063,648160,120.0,484,4.033333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub063/0023_throwing_hard2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub063,1392312,120.0,1041,8.675,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub063/0024_throwing_hard3_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub063,693584,120.0,518,4.316666666666666,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub063/0025_kicking1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub063,773744,120.0,578,4.816666666666666,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub063/0026_kicking2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub063,768400,120.0,574,4.783333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub063/0027_circle_walk_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub063,2024240,120.0,1514,12.616666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub063/0028_jumping1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub063,555976,120.0,415,3.4583333333333335,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub063/0029_jumping2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub063,507880,120.0,379,3.158333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub063/0030_scamper_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub063,2232656,120.0,1670,13.916666666666666,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub063/0031_rom_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub063,13133080,120.0,9829,81.90833333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub064/0000_treadmill_norm_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub064,3340192,120.0,2499,20.825,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub064/0001_treadmill_fast_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub064,3326832,120.0,2489,20.741666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub064/0002_treadmill_slow_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub064,3288088,120.0,2460,20.5,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub064/0003_treadmill_jog_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub064,3604720,120.0,2697,22.475,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub064/0004_motorcycle_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub064,636128,120.0,475,3.9583333333333335,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub064/0005_normal_walk1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub064,602728,120.0,450,3.75,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub064/0006_normal_walk2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub064,610744,120.0,456,3.8,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub064/0007_normal_walk3_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub064,545280,120.0,407,3.3916666666666666,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub064/0008_normal_walk4_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub064,644144,120.0,481,4.008333333333334,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub064/0009_normal_jog1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub064,227312,120.0,169,1.4083333333333334,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub064/0010_normal_jog2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub064,220632,120.0,164,1.3666666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub064/0012_normal_jog4_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub064,242008,120.0,180,1.5,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub064/0013_knocking1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub064,1089032,120.0,814,6.783333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub064/0014_knocking2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub064,1219960,120.0,912,7.6,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub064/0015_sitting1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub064,1330848,120.0,995,8.291666666666666,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub064/0016_sitting2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub064,1360240,120.0,1017,8.475,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub064/0017_lifting_light1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub064,1154496,120.0,863,7.191666666666666,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub064/0018_lifting_light2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub064,1117088,120.0,835,6.958333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub064/0019_lifting_heavy1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub064,1425704,120.0,1066,8.883333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub064/0020_lifting_heavy2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub064,1340200,120.0,1002,8.35,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub064/0022_throwing_hard1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub064,515888,120.0,385,3.2083333333333335,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub064/0023_throwing_hard2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub064,370264,120.0,276,2.3,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub064/0024_throwing_hard3_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub064,441072,120.0,329,2.7416666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub064/0025_kicking1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub064,513216,120.0,383,3.191666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub064/0026_kicking2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub064,566656,120.0,423,3.525,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub064/0027_circle_walk_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub064,3920016,120.0,2933,24.441666666666666,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub064/0028_jumping1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub064,380952,120.0,284,2.3666666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub064/0029_jumping2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub064,1183888,120.0,885,7.375,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub064/0030_scamper_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub064,3754352,120.0,2809,23.408333333333335,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub064/0031_rom_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub064,13386912,120.0,10019,83.49166666666666,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub065/0000_treadmill_norm_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub065,3527240,120.0,2639,21.991666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub065/0001_treadmill_fast_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub065,3492504,120.0,2613,21.775,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub065/0002_treadmill_slow_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub065,3529912,120.0,2641,22.008333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub065/0003_treadmill_jog_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub065,3591368,120.0,2687,22.391666666666666,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub065/0004_motorcycle_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub065,632128,120.0,472,3.933333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub065/0005_normal_walk1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub065,769736,120.0,575,4.791666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub065/0006_normal_walk2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub065,751032,120.0,561,4.675,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub065/0007_normal_walk3_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub065,789776,120.0,590,4.916666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub065/0008_normal_walk4_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub065,685568,120.0,512,4.266666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub065/0009_normal_jog1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub065,260720,120.0,194,1.6166666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub065/0011_normal_jog3_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub065,232664,120.0,173,1.4416666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub065/0012_normal_jog4_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub065,248696,120.0,185,1.5416666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub065/0013_knocking1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub065,1242680,120.0,929,7.741666666666666,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub065/0014_knocking2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub065,1306808,120.0,977,8.141666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub065/0015_sitting1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub065,1539272,120.0,1151,9.591666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub065/0016_sitting2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub065,1455104,120.0,1088,9.066666666666666,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub065/0017_lifting_light1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub065,1223976,120.0,915,7.625,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub065/0019_lifting_heavy1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub065,1234664,120.0,923,7.691666666666666,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub065/0020_lifting_heavy2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub065,1187904,120.0,888,7.4,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub065/0021_catching_and_throwing_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub065,1181224,120.0,883,7.358333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub065/0022_throwing_hard1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub065,498528,120.0,372,3.1,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub065/0023_throwing_hard2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub065,589376,120.0,440,3.6666666666666665,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub065/0024_throwing_hard3_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub065,441080,120.0,329,2.7416666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub065/0025_kicking1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub065,467800,120.0,349,2.908333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub065/0026_kicking2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub065,431728,120.0,322,2.683333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub065/0027_circle_walk_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub065,1706272,120.0,1276,10.633333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub065/0028_jumping1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub065,410352,120.0,306,2.55,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub065/0029_jumping2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub065,474480,120.0,354,2.95,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub065/0030_scamper_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub065,1719632,120.0,1286,10.716666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub065/0031_rom_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub065,13663472,120.0,10226,85.21666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub066/0000_treadmill_norm_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub066,3436392,120.0,2571,21.425,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub066/0001_treadmill_fast_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub066,3407000,120.0,2549,21.241666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub066/0002_treadmill_slow_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub066,3372264,120.0,2523,21.025,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub066/0003_treadmill_jog_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub066,3432384,120.0,2568,21.4,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub066/0004_motorcycle_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub066,636136,120.0,475,3.9583333333333335,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub066/0005_normal_walk1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub066,685568,120.0,512,4.266666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub066/0006_normal_walk2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub066,666864,120.0,498,4.15,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub066/0007_normal_walk3_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub066,654840,120.0,489,4.075,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub066/0010_normal_jog2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub066,358248,120.0,267,2.225,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub066/0012_normal_jog4_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub066,308816,120.0,230,1.9166666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub066/0013_knocking1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub066,1535264,120.0,1148,9.566666666666666,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub066/0014_knocking2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub066,1556640,120.0,1164,9.7,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub066/0015_sitting1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub066,1459112,120.0,1091,9.091666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub066/0016_sitting2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub066,1098392,120.0,821,6.841666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub066/0017_lifting_light1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub066,972808,120.0,727,6.058333333333334,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub066/0018_lifting_light2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub066,906008,120.0,677,5.641666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub066/0019_lifting_heavy1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub066,1261384,120.0,943,7.858333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub066/0020_lifting_heavy2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub066,1211952,120.0,906,7.55,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub066/0021_catching_and_throwing_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub066,1388304,120.0,1038,8.65,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub066/0022_throwing_hard1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub066,419704,120.0,313,2.6083333333333334,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub066/0027_circle_walk_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub066,2169864,120.0,1623,13.525,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub066/0028_jumping2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub066,469136,120.0,350,2.9166666666666665,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub066/0029_scamper_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub066,4033584,120.0,3018,25.15,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub066/0030_rom_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub066,12395608,120.0,9277,77.30833333333334,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub067/0000_treadmill_norm_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub067,3451088,120.0,2582,21.516666666666666,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub067/0001_treadmill_fast_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub067,2649488,120.0,1982,16.516666666666666,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub067/0002_treadmill_slow_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub067,3504528,120.0,2622,21.85,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub067/0003_treadmill_jog_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub067,3444408,120.0,2577,21.475,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub067/0004_motorcycle_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub067,630792,120.0,471,3.925,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub067/0005_normal_walk1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub067,713624,120.0,533,4.441666666666666,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub067/0006_normal_walk2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub067,689576,120.0,515,4.291666666666667,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub067/0007_normal_walk3_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub067,629456,120.0,470,3.9166666666666665,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub067/0008_normal_walk4_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub067,696256,120.0,520,4.333333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub067/0009_normal_jog1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub067,435736,120.0,325,2.7083333333333335,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub067/0010_normal_jog2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub067,368936,120.0,275,2.2916666666666665,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub067/0011_normal_jog3_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub067,355576,120.0,265,2.2083333333333335,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub067/0012_normal_jog4_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub067,394320,120.0,294,2.45,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub067/0013_knocking1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub067,1706272,120.0,1276,10.633333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub067/0014_knocking2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub067,1134464,120.0,848,7.066666666666666,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub067/0015_sitting1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub067,1314824,120.0,983,8.191666666666666,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub067/0016_sitting2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub067,1260048,120.0,942,7.85,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub067/0017_lifting_light1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub067,1087704,120.0,813,6.775,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub067/0018_lifting_light2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub067,940744,120.0,703,5.858333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub067/0019_lifting_heavy1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub067,1155840,120.0,864,7.2,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub067/0020_lifting_heavy2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub067,1194584,120.0,893,7.441666666666666,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub067/0021_catching_and_throwing_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub067,1946752,120.0,1456,12.133333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub067/0022_throwing_hard1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub067,895320,120.0,669,5.575,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub067/0023_throwing_hard2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub067,534600,120.0,399,3.325,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub067/0024_throwing_hard3_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub067,741680,120.0,554,4.616666666666666,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub067/0025_kicking1_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub067,483832,120.0,361,3.0083333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub067/0026_kicking2_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub067,511888,120.0,382,3.183333333333333,156,10.0,0,0,0
../base_mobileposer/data/raw/AMASS/BioMotionLab_NTroje/rub067/0027_circle_walk_poses.npz,BioMotionLab_NTroje,BioMotionLab_NTroje/rub067,2399656,120.0,1795,14.958333333333334,156,10.0,0,0,0
